time	V(vout)	I(R2)	Ix(U2:DRAIN)	Ix(U3:DRAIN)	Ix(U4:DRAIN)	Ix(U5:DRAIN)	Ix(U7:DRAIN)	Ix(U8:DRAIN)	Ix(U9:DRAIN)	Ix(U10:DRAIN)	Ix(U16:DRAIN)	Ix(U17:DRAIN)	Ix(U18:DRAIN)	Ix(U19:DRAIN)
0.000000000000000e+000	2.266962e+000	-2.330389e-006	-5.921912e-014	-5.922032e-014	-5.922088e-014	-5.922109e-014	1.183852e-006	1.183867e-006	1.183898e-006	1.183847e-006	-5.922104e-014	-5.922070e-014	1.183848e-006	1.183857e-006
1.497965671920351e-004	2.286756e+000	-2.132430e-006	-6.356394e-014	-6.356537e-014	-6.356604e-014	-6.356629e-014	1.082952e-006	1.082964e-006	1.082991e-006	1.082947e-006	-6.356622e-014	-6.356582e-014	1.082948e-006	1.082956e-006
2.995931343840702e-004	2.305392e+000	-1.946061e-006	-9.204681e-014	-9.204855e-014	-9.204937e-014	-9.204966e-014	9.880333e-007	9.880439e-007	9.880665e-007	9.880295e-007	-9.204957e-014	-9.204909e-014	9.880305e-007	9.880368e-007
4.493897015761054e-004	2.322870e+000	-1.771281e-006	-1.446677e-013	-1.446699e-013	-1.446709e-013	-1.446712e-013	8.990968e-007	8.991057e-007	8.991248e-007	8.990936e-007	-1.446711e-013	-1.446705e-013	8.990944e-007	8.990998e-007
5.991862687681405e-004	2.339188e+000	-1.608090e-006	-2.214267e-013	-2.214293e-013	-2.214305e-013	-2.214309e-013	8.161422e-007	8.161497e-007	8.161657e-007	8.161395e-007	-2.214308e-013	-2.214301e-013	8.161402e-007	8.161447e-007
7.489828359601756e-004	2.354349e+000	-1.456489e-006	-3.223238e-013	-3.223269e-013	-3.223283e-013	-3.223288e-013	7.391695e-007	7.391758e-007	7.391892e-007	7.391672e-007	-3.223287e-013	-3.223278e-013	7.391678e-007	7.391715e-007
8.987794031522108e-004	2.368350e+000	-1.316478e-006	-4.473589e-013	-4.473626e-013	-4.473643e-013	-4.473649e-013	6.681786e-007	6.681840e-007	6.681954e-007	6.681767e-007	-4.473648e-013	-4.473637e-013	6.681772e-007	6.681804e-007
1.048575970344245e-003	2.381193e+000	-1.188056e-006	-5.965320e-013	-5.965364e-013	-5.965384e-013	-5.965392e-013	6.031697e-007	6.031743e-007	6.031842e-007	6.031680e-007	-5.965390e-013	-5.965378e-013	6.031684e-007	6.031712e-007
2.048575970344246e-003	2.448317e+000	-5.168273e-007	-4.575050e-012	-4.575059e-012	-4.575064e-012	-4.575065e-012	2.623465e-007	2.623478e-007	2.623505e-007	2.623460e-007	-4.575065e-012	-4.575062e-012	2.623461e-007	2.623469e-007
3.048575970344246e-003	2.484756e+000	-1.524436e-007	-3.015563e-011	-3.015564e-011	-3.015565e-011	-3.015565e-011	7.738912e-008	7.738929e-008	7.738968e-008	7.738905e-008	-3.015565e-011	-3.015565e-011	7.738907e-008	7.738917e-008
4.048575970344246e-003	2.497368e+000	-2.632377e-008	-2.082788e-010	-2.082788e-010	-2.082788e-010	-2.082788e-010	1.356251e-008	1.356252e-008	1.356254e-008	1.356250e-008	-2.082788e-010	-2.082788e-010	1.356251e-008	1.356251e-008
5.048575970344246e-003	2.500056e+000	5.567796e-010	-1.487718e-009	-1.487717e-009	-1.487717e-009	-1.487717e-009	1.201117e-009	1.201117e-009	1.201118e-009	1.201117e-009	-1.487717e-009	-1.487717e-009	1.201117e-009	1.201117e-009
6.048575970344246e-003	2.502029e+000	2.029566e-008	-1.040376e-008	-1.040376e-008	-1.040375e-008	-1.040375e-008	8.033813e-011	8.033813e-011	8.033813e-011	8.033813e-011	-1.040375e-008	-1.040375e-008	8.033813e-011	8.033813e-011
7.048575970344246e-003	2.511725e+000	1.172524e-007	-5.963942e-008	-5.963924e-008	-5.963916e-008	-5.963913e-008	6.249163e-012	6.249162e-012	6.249160e-012	6.249163e-012	-5.963913e-008	-5.963918e-008	6.249163e-012	6.249162e-012
8.048575970344245e-003	2.547087e+000	4.708795e-007	-2.394393e-007	-2.394374e-007	-2.394366e-007	-2.394363e-007	6.995935e-013	6.995929e-013	6.995916e-013	6.995937e-013	-2.394363e-007	-2.394369e-007	6.995936e-013	6.995933e-013
9.048575970344246e-003	2.633931e+000	1.339331e-006	-6.809049e-007	-6.808951e-007	-6.808905e-007	-6.808888e-007	1.604430e-013	1.604424e-013	1.604412e-013	1.604432e-013	-6.808892e-007	-6.808920e-007	1.604431e-013	1.604428e-013
1.000000000000000e-002	2.766231e+000	2.662351e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335204e-014	8.335133e-014	8.334981e-014	8.335230e-014	-1.353305e-006	-1.353312e-006	8.335223e-014	8.335180e-014
1.000427136044484e+000	2.766393e+000	2.663943e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335204e-014	8.335133e-014	8.334980e-014	8.335230e-014	-1.353305e-006	-1.353312e-006	8.335223e-014	8.335180e-014
1.010000000000000e+000	2.766393e+000	2.663943e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335204e-014	8.335133e-014	8.334980e-014	8.335230e-014	-1.353305e-006	-1.353312e-006	8.335223e-014	8.335180e-014
1.010100000000000e+000	2.766087e+000	2.660880e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335203e-014	8.335132e-014	8.334980e-014	8.335228e-014	-1.353306e-006	-1.255845e-006	8.335219e-014	8.524914e-014
1.010300000000000e+000	2.765529e+000	2.655300e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.353305e-006	8.335201e-014	8.335131e-014	8.334980e-014	8.335224e-014	-1.353307e-006	-1.076701e-006	8.335212e-014	9.033380e-014
1.010700000000000e+000	2.764614e+000	2.646147e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.353306e-006	8.335199e-014	8.335131e-014	8.334980e-014	8.335219e-014	-1.353309e-006	-7.831305e-007	8.335201e-014	1.124872e-013
1.011500000000000e+000	2.763357e+000	2.633577e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353307e-006	8.335195e-014	8.335129e-014	8.334980e-014	8.335211e-014	-1.353311e-006	-3.810618e-007	8.335186e-014	3.040627e-013
1.012500000000000e+000	2.762531e+000	2.625317e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335193e-014	8.335128e-014	8.334980e-014	8.335206e-014	-1.353313e-006	-1.169111e-007	8.335176e-014	2.185717e-012
1.013500000000000e+000	2.762239e+000	2.622404e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-2.378611e-008	8.335171e-014	2.460652e-011
1.014500000000000e+000	2.762176e+000	2.621763e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-3.614746e-009	8.335171e-014	3.532677e-010
1.015499999999999e+000	2.762151e+000	2.621523e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-5.045755e-010	8.335171e-014	4.916011e-009
1.016499999999999e+000	2.762047e+000	2.620475e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335191e-014	8.335127e-014	8.334980e-014	8.335203e-014	-1.353314e-006	-7.176884e-011	8.335169e-014	3.806475e-008
1.017499999999999e+000	2.761668e+000	2.616688e-006	-1.353346e-006	-1.353321e-006	-1.353311e-006	-1.353309e-006	8.335190e-014	8.335127e-014	8.334980e-014	8.335201e-014	-1.353315e-006	-1.065028e-011	8.335165e-014	1.593155e-007
1.018499999999999e+000	2.760879e+000	2.608794e-006	-1.353346e-006	-1.353322e-006	-1.353311e-006	-1.353310e-006	8.335188e-014	8.335126e-014	8.334980e-014	8.335196e-014	-1.353317e-006	-1.328836e-012	8.335155e-014	4.121364e-007
1.019000000000000e+000	2.760213e+000	2.602138e-006	-1.353346e-006	-1.353322e-006	-1.353311e-006	-1.353310e-006	8.335186e-014	8.335125e-014	8.334980e-014	8.335192e-014	-1.353318e-006	-4.411404e-013	8.335147e-014	6.252631e-007
1.020000000000000e+000	2.758468e+000	2.584690e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335181e-014	8.335123e-014	8.334980e-014	8.335181e-014	-1.353322e-006	-5.921909e-014	8.335125e-014	1.183899e-006
2.000000000000000e+000	2.758466e+000	2.584672e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335181e-014	8.335123e-014	8.334980e-014	8.335181e-014	-1.353322e-006	-5.921909e-014	8.335125e-014	1.183899e-006
2.000100000000000e+000	2.758677e+000	2.586780e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335182e-014	8.335124e-014	8.334980e-014	8.335182e-014	-1.353321e-006	-7.116889e-014	8.335127e-014	1.116584e-006
2.000300000000000e+000	2.759073e+000	2.590737e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335182e-014	8.335124e-014	8.334980e-014	8.335185e-014	-1.353320e-006	-1.051187e-013	8.335132e-014	9.896182e-007
2.000700000000000e+000	2.759763e+000	2.597642e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353311e-006	8.335184e-014	8.335125e-014	8.334980e-014	8.335189e-014	-1.353319e-006	-2.637243e-013	8.335141e-014	7.683399e-007
2.001500000000000e+000	2.760828e+000	2.608284e-006	-1.353346e-006	-1.353322e-006	-1.353311e-006	-1.353310e-006	8.335188e-014	8.335126e-014	8.334980e-014	8.335196e-014	-1.353317e-006	-1.546328e-012	8.335154e-014	4.278375e-007
2.002500000000000e+000	2.761667e+000	2.616679e-006	-1.353346e-006	-1.353321e-006	-1.353311e-006	-1.353309e-006	8.335190e-014	8.335127e-014	8.334980e-014	8.335201e-014	-1.353315e-006	-1.065028e-011	8.335165e-014	1.593155e-007
2.003499999999999e+000	2.762046e+000	2.620472e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335191e-014	8.335127e-014	8.334980e-014	8.335203e-014	-1.353314e-006	-7.176884e-011	8.335169e-014	3.806475e-008
2.004499999999999e+000	2.762151e+000	2.621523e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-5.045755e-010	8.335171e-014	4.916011e-009
2.005499999999999e+000	2.762175e+000	2.621763e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-3.614746e-009	8.335171e-014	3.532677e-010
2.006499999999999e+000	2.762239e+000	2.622402e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335192e-014	8.335128e-014	8.334980e-014	8.335204e-014	-1.353314e-006	-2.378611e-008	8.335171e-014	2.460652e-011
2.007499999999999e+000	2.762530e+000	2.625310e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335193e-014	8.335128e-014	8.334980e-014	8.335206e-014	-1.353313e-006	-1.169111e-007	8.335176e-014	2.185717e-012
2.008499999999999e+000	2.763271e+000	2.632720e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353307e-006	8.335195e-014	8.335129e-014	8.334980e-014	8.335211e-014	-1.353312e-006	-3.543073e-007	8.335184e-014	2.703388e-013
2.009000000000000e+000	2.764065e+000	2.640655e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.353306e-006	8.335197e-014	8.335130e-014	8.334980e-014	8.335216e-014	-1.353310e-006	-6.084023e-007	8.335194e-014	1.367382e-013
2.010000000000000e+000	2.766391e+000	2.663917e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335204e-014	8.335133e-014	8.334980e-014	8.335230e-014	-1.353305e-006	-1.353312e-006	8.335223e-014	8.335180e-014
2.010100000000000e+000	2.765777e+000	2.657775e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.353304e-006	8.335202e-014	8.335132e-014	8.334980e-014	8.335226e-014	-1.255838e-006	-1.353313e-006	8.524958e-014	8.335176e-014
2.010300000000000e+000	2.764663e+000	2.646635e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.353306e-006	8.335199e-014	8.335131e-014	8.334980e-014	8.335219e-014	-1.076695e-006	-1.353314e-006	9.033429e-014	8.335169e-014
2.010700000000000e+000	2.762834e+000	2.628350e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.353308e-006	8.335194e-014	8.335129e-014	8.334980e-014	8.335208e-014	-7.831257e-007	-1.353316e-006	1.124879e-013	8.335159e-014
2.011499999999999e+000	2.760320e+000	2.603210e-006	-1.353346e-006	-1.353322e-006	-1.353311e-006	-1.353310e-006	8.335186e-014	8.335125e-014	8.334980e-014	8.335192e-014	-3.810591e-007	-1.353319e-006	3.040653e-013	8.335143e-014
2.012499999999999e+000	2.758668e+000	2.586691e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335181e-014	8.335124e-014	8.334980e-014	8.335182e-014	-1.169101e-007	-1.353320e-006	2.185742e-012	8.335133e-014
2.013499999999999e+000	2.758086e+000	2.580865e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353312e-006	8.335180e-014	8.335123e-014	8.334980e-014	8.335179e-014	-2.378587e-008	-1.353321e-006	2.460687e-011	8.335129e-014
2.014499999999999e+000	2.757957e+000	2.579583e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353313e-006	8.335180e-014	8.335123e-014	8.334980e-014	8.335178e-014	-3.614708e-009	-1.353321e-006	3.532735e-010	8.335128e-014
2.015499999999999e+000	2.757910e+000	2.579103e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353313e-006	8.335180e-014	8.335123e-014	8.334980e-014	8.335178e-014	-5.045705e-010	-1.353321e-006	4.916090e-009	8.335128e-014
2.016499999999999e+000	2.757700e+000	2.577007e-006	-1.353346e-006	-1.353322e-006	-1.353313e-006	-1.353313e-006	8.335178e-014	8.335123e-014	8.334980e-014	8.335177e-014	-7.176816e-011	-1.353321e-006	3.806526e-008	8.335127e-014
2.017499999999999e+000	2.756943e+000	2.569433e-006	-1.353346e-006	-1.353322e-006	-1.353313e-006	-1.353314e-006	8.335176e-014	8.335121e-014	8.334980e-014	8.335172e-014	-1.065019e-011	-1.353322e-006	1.593174e-007	8.335122e-014
2.018499999999999e+000	2.755363e+000	2.553643e-006	-1.353346e-006	-1.353323e-006	-1.353314e-006	-1.353315e-006	8.335171e-014	8.335120e-014	8.334980e-014	8.335162e-014	-1.328826e-012	-1.353324e-006	4.121405e-007	8.335112e-014
2.019000000000000e+000	2.754032e+000	2.540331e-006	-1.353346e-006	-1.353323e-006	-1.353314e-006	-1.353317e-006	8.335168e-014	8.335119e-014	8.334980e-014	8.335154e-014	-4.411371e-013	-1.353325e-006	6.252690e-007	8.335104e-014
2.020000000000000e+000	2.750543e+000	2.505437e-006	-1.353346e-006	-1.353324e-006	-1.353316e-006	-1.353320e-006	8.335158e-014	8.335115e-014	8.334980e-014	8.335133e-014	-5.921870e-014	-1.353329e-006	1.183909e-006	8.335083e-014
3.010000000000000e+000	2.750539e+000	2.505399e-006	-1.353346e-006	-1.353324e-006	-1.353316e-006	-1.353320e-006	8.335158e-014	8.335115e-014	8.334980e-014	8.335133e-014	-5.921870e-014	-1.353329e-006	1.183909e-006	8.335083e-014
3.010100000000000e+000	2.750233e+000	2.502336e-006	-1.353346e-006	-1.353324e-006	-1.353316e-006	-1.353321e-006	8.335157e-014	8.335114e-014	8.334980e-014	8.335131e-014	-5.921873e-014	-1.255861e-006	1.183908e-006	8.524813e-014
3.010300000000000e+000	2.749675e+000	2.496756e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-1.353321e-006	8.335155e-014	8.335113e-014	8.334980e-014	8.335127e-014	-5.921879e-014	-1.076715e-006	1.183906e-006	9.033270e-014
3.010700000000000e+000	2.748759e+000	2.487602e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-1.353322e-006	8.335153e-014	8.335112e-014	8.334980e-014	8.335122e-014	-5.921889e-014	-7.831415e-007	1.183904e-006	1.124857e-013
3.011499999999999e+000	2.747502e+000	2.475032e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353324e-006	8.335149e-014	8.335110e-014	8.334980e-014	8.335115e-014	-5.921903e-014	-3.810679e-007	1.183900e-006	3.040570e-013
3.012499999999999e+000	2.746676e+000	2.466773e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353324e-006	8.335147e-014	8.335110e-014	8.334980e-014	8.335109e-014	-5.921912e-014	-1.169133e-007	1.183898e-006	2.185661e-012
3.013499999999999e+000	2.746385e+000	2.463860e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335146e-014	8.335109e-014	8.334980e-014	8.335108e-014	-5.921916e-014	-2.378664e-008	1.183897e-006	2.460573e-011
3.014499999999999e+000	2.746321e+000	2.463218e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335146e-014	8.335109e-014	8.334980e-014	8.335107e-014	-5.921917e-014	-3.614832e-009	1.183897e-006	3.532547e-010
3.015499999999999e+000	2.746297e+000	2.462979e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335146e-014	8.335109e-014	8.334980e-014	8.335107e-014	-5.921917e-014	-5.045871e-010	1.183897e-006	4.915830e-009
3.016499999999999e+000	2.746192e+000	2.461931e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335146e-014	8.335109e-014	8.334980e-014	8.335106e-014	-5.921918e-014	-7.177038e-011	1.183896e-006	3.806358e-008
3.017499999999999e+000	2.745814e+000	2.458144e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335144e-014	8.335109e-014	8.334980e-014	8.335104e-014	-5.921922e-014	-1.065050e-011	1.183895e-006	1.593115e-007
3.018499999999999e+000	2.745024e+000	2.450249e-006	-1.353346e-006	-1.353325e-006	-1.353319e-006	-1.353326e-006	8.335142e-014	8.335108e-014	8.334980e-014	8.335099e-014	-5.921931e-014	-1.328861e-012	1.183893e-006	4.121271e-007
3.019000000000000e+000	2.744359e+000	2.443593e-006	-1.353346e-006	-1.353325e-006	-1.353319e-006	-1.353327e-006	8.335140e-014	8.335107e-014	8.334980e-014	8.335095e-014	-5.921939e-014	-4.411479e-013	1.183891e-006	6.252498e-007
3.020000000000000e+000	2.742614e+000	2.426147e-006	-1.353346e-006	-1.353325e-006	-1.353320e-006	-1.353329e-006	8.335135e-014	8.335105e-014	8.334980e-014	8.335085e-014	-5.921958e-014	-5.921997e-014	1.183886e-006	1.183876e-006
3.027499999999999e+000	2.742612e+000	2.426128e-006	-1.353346e-006	-1.353325e-006	-1.353320e-006	-1.353329e-006	8.335135e-014	8.335105e-014	8.334980e-014	8.335085e-014	-5.921958e-014	-5.921997e-014	1.183886e-006	1.183876e-006
4.000000000000000e+000	2.742612e+000	2.426128e-006	-1.353346e-006	-1.353325e-006	-1.353320e-006	-1.353329e-006	8.335135e-014	8.335105e-014	8.334980e-014	8.335085e-014	-5.921958e-014	-5.921997e-014	1.183886e-006	1.183876e-006
4.000100000000000e+000	2.743240e+000	2.432404e-006	-1.353346e-006	-1.353325e-006	-1.353320e-006	-1.353328e-006	8.335137e-014	8.335106e-014	8.334980e-014	8.335089e-014	-7.116946e-014	-7.116993e-014	1.116572e-006	1.116563e-006
4.000299999999999e+000	2.744428e+000	2.444290e-006	-1.353346e-006	-1.353325e-006	-1.353319e-006	-1.353327e-006	8.335140e-014	8.335107e-014	8.334980e-014	8.335096e-014	-1.051195e-013	-1.051202e-013	9.896086e-007	9.895999e-007
4.000699999999999e+000	2.746503e+000	2.465037e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.353325e-006	8.335146e-014	8.335110e-014	8.334980e-014	8.335108e-014	-2.637258e-013	-2.637277e-013	7.683333e-007	7.683263e-007
4.001499999999999e+000	2.749696e+000	2.496966e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-1.353321e-006	8.335155e-014	8.335113e-014	8.334980e-014	8.335128e-014	-1.546332e-012	-1.546345e-012	4.278347e-007	4.278304e-007
4.002500000000000e+000	2.752214e+000	2.522150e-006	-1.353346e-006	-1.353323e-006	-1.353315e-006	-1.353319e-006	8.335163e-014	8.335116e-014	8.334980e-014	8.335143e-014	-1.065031e-011	-1.065040e-011	1.593148e-007	1.593130e-007
4.003500000000000e+000	2.753352e+000	2.533530e-006	-1.353346e-006	-1.353323e-006	-1.353315e-006	-1.353317e-006	8.335166e-014	8.335117e-014	8.334980e-014	8.335150e-014	-7.176899e-011	-7.176967e-011	3.806460e-008	3.806409e-008
4.004500000000000e+000	2.753667e+000	2.536681e-006	-1.353346e-006	-1.353323e-006	-1.353315e-006	-1.353317e-006	8.335167e-014	8.335118e-014	8.334980e-014	8.335153e-014	-5.045767e-010	-5.045818e-010	4.915993e-009	4.915913e-009
4.005500000000001e+000	2.753739e+000	2.537401e-006	-1.353346e-006	-1.353323e-006	-1.353315e-006	-1.353317e-006	8.335167e-014	8.335118e-014	8.334980e-014	8.335153e-014	-3.614754e-009	-3.614791e-009	3.532665e-010	3.532608e-010
4.006500000000001e+000	2.753931e+000	2.539320e-006	-1.353346e-006	-1.353323e-006	-1.353314e-006	-1.353317e-006	8.335167e-014	8.335118e-014	8.334980e-014	8.335154e-014	-2.378615e-008	-2.378638e-008	2.460645e-011	2.460610e-011
4.007500000000001e+000	2.754803e+000	2.548042e-006	-1.353346e-006	-1.353323e-006	-1.353314e-006	-1.353316e-006	8.335170e-014	8.335119e-014	8.334980e-014	8.335159e-014	-1.169111e-007	-1.169121e-007	2.185712e-012	2.185687e-012
4.008500000000002e+000	2.757027e+000	2.570275e-006	-1.353346e-006	-1.353322e-006	-1.353313e-006	-1.353314e-006	8.335177e-014	8.335122e-014	8.334980e-014	8.335173e-014	-3.543069e-007	-3.543094e-007	2.703387e-013	2.703365e-013
4.009000000000000e+000	2.759407e+000	2.594077e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-1.353311e-006	8.335184e-014	8.335125e-014	8.334980e-014	8.335187e-014	-6.084005e-007	-6.084044e-007	1.367384e-013	1.367375e-013
4.010000000000000e+000	2.766386e+000	2.663867e-006	-1.353346e-006	-1.353320e-006	-1.353308e-006	-1.353304e-006	8.335204e-014	8.335133e-014	8.334980e-014	8.335230e-014	-1.353305e-006	-1.353312e-006	8.335223e-014	8.335180e-014
4.010100000000000e+000	2.765179e+000	2.651801e-006	-1.353346e-006	-1.353321e-006	-1.353309e-006	-1.255837e-006	8.335200e-014	8.335131e-014	8.334980e-014	8.524966e-014	-1.353306e-006	-1.353313e-006	8.335219e-014	8.335178e-014
4.010299999999999e+000	2.762945e+000	2.629462e-006	-1.353346e-006	-1.353321e-006	-1.353310e-006	-1.076694e-006	8.335193e-014	8.335129e-014	8.334980e-014	9.033436e-014	-1.353307e-006	-1.353313e-006	8.335212e-014	8.335175e-014
4.010699999999997e+000	2.759275e+000	2.592755e-006	-1.353346e-006	-1.353322e-006	-1.353312e-006	-7.831249e-007	8.335183e-014	8.335125e-014	8.334980e-014	1.124880e-013	-1.353309e-006	-1.353314e-006	8.335201e-014	8.335169e-014
4.011499999999994e+000	2.754247e+000	2.542476e-006	-1.353346e-006	-1.353323e-006	-1.353314e-006	-3.810587e-007	8.335169e-014	8.335119e-014	8.334980e-014	3.040657e-013	-1.353311e-006	-1.353315e-006	8.335186e-014	8.335162e-014
4.012499999999994e+000	2.750943e+000	2.509438e-006	-1.353346e-006	-1.353323e-006	-1.353316e-006	-1.169099e-007	8.335159e-014	8.335115e-014	8.334980e-014	2.185747e-012	-1.353313e-006	-1.353316e-006	8.335176e-014	8.335157e-014
4.013499999999994e+000	2.749778e+000	2.497785e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-2.378583e-008	8.335155e-014	8.335113e-014	8.334980e-014	2.460693e-011	-1.353314e-006	-1.353317e-006	8.335172e-014	8.335155e-014
4.014499999999995e+000	2.749521e+000	2.495220e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-3.614701e-009	8.335155e-014	8.335113e-014	8.334980e-014	3.532745e-010	-1.353314e-006	-1.353317e-006	8.335171e-014	8.335155e-014
4.015499999999995e+000	2.749425e+000	2.494261e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-5.045696e-010	8.335155e-014	8.335113e-014	8.334980e-014	4.916105e-009	-1.353314e-006	-1.353317e-006	8.335171e-014	8.335155e-014
4.016499999999995e+000	2.749006e+000	2.490069e-006	-1.353346e-006	-1.353324e-006	-1.353317e-006	-7.176804e-011	8.335153e-014	8.335113e-014	8.334980e-014	3.806536e-008	-1.353314e-006	-1.353317e-006	8.335170e-014	8.335154e-014
4.017499999999996e+000	2.747491e+000	2.474921e-006	-1.353346e-006	-1.353324e-006	-1.353318e-006	-1.065017e-011	8.335149e-014	8.335110e-014	8.334980e-014	1.593177e-007	-1.353315e-006	-1.353317e-006	8.335165e-014	8.335151e-014
4.018499999999996e+000	2.744334e+000	2.443341e-006	-1.353346e-006	-1.353325e-006	-1.353319e-006	-1.328824e-012	8.335140e-014	8.335107e-014	8.334980e-014	4.121414e-007	-1.353317e-006	-1.353318e-006	8.335155e-014	8.335146e-014
4.018999999999999e+000	2.741671e+000	2.416715e-006	-1.353346e-006	-1.353325e-006	-1.353320e-006	-4.411364e-013	8.335132e-014	8.335104e-014	8.334980e-014	6.252701e-007	-1.353318e-006	-1.353319e-006	8.335147e-014	8.335142e-014
4.020000000000000e+000	2.734691e+000	2.346921e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921861e-014	8.335112e-014	8.335096e-014	8.334980e-014	1.183911e-006	-1.353322e-006	-1.353321e-006	8.335126e-014	8.335132e-014
4.042500000000007e+000	2.734684e+000	2.346850e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921861e-014	8.335112e-014	8.335096e-014	8.334980e-014	1.183911e-006	-1.353322e-006	-1.353321e-006	8.335126e-014	8.335132e-014
5.010002767889372e+000	2.734678e+000	2.346786e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921861e-014	8.335112e-014	8.335096e-014	8.334980e-014	1.183911e-006	-1.353322e-006	-1.350498e-006	8.335126e-014	8.339677e-014
5.010103598193143e+000	2.734367e+000	2.343673e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921863e-014	8.335111e-014	8.335095e-014	8.334980e-014	1.183911e-006	-1.353322e-006	-1.250845e-006	8.335122e-014	8.487605e-014
5.010204428496914e+000	2.734073e+000	2.340733e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921865e-014	8.335110e-014	8.335095e-014	8.334980e-014	1.183910e-006	-1.353323e-006	-1.156764e-006	8.335118e-014	8.716001e-014
5.010305258800686e+000	2.733796e+000	2.337967e-006	-1.353346e-006	-1.353327e-006	-1.353324e-006	-5.921866e-014	8.335110e-014	8.335095e-014	8.334980e-014	1.183910e-006	-1.353323e-006	-1.068257e-006	8.335115e-014	9.024866e-014
5.010406089104456e+000	2.733537e+000	2.335375e-006	-1.353346e-006	-1.353327e-006	-1.353325e-006	-5.921868e-014	8.335109e-014	8.335095e-014	8.334980e-014	1.183909e-006	-1.353324e-006	-9.853225e-007	8.335112e-014	9.414200e-014
